1|2|7
1|3|7
1|4|1
1|5|6
1|6|10
1|7|6
1|8|9
1|9|1
1|10|7
1|11|8
1|12|4
1|13|6
1|14|1
1|15|2
1|16|3
1|17|10
1|18|2
1|19|4
1|20|10
1|21|5
1|22|4
1|23|2
1|24|9
1|25|5
1|26|8
1|27|8
1|28|7
1|29|3
1|30|9
1|31|4
1|32|2
1|33|3
1|34|2
1|35|4
1|36|2
1|37|2
1|38|3
1|39|10
1|40|10
1|41|9
1|42|3
1|43|5
1|44|9
1|45|10
1|46|10
1|47|6
1|48|3
1|49|3
1|50|8
1|51|1
1|52|8
1|53|5
1|54|3
1|55|10
1|56|8
1|57|5
1|58|3
1|59|10
1|60|4
1|61|8
1|62|8
1|63|1
1|64|5
1|65|5
1|66|3
1|67|3
1|68|1
1|69|6
1|70|9
1|71|7
1|72|3
1|73|3
1|74|1
1|75|6
1|76|10
1|77|10
1|78|1
1|79|2
1|80|5
1|81|6
1|82|1
1|83|10
1|84|8
1|85|1
1|86|5
1|87|9
1|88|9
1|89|7
1|90|6
1|91|10
1|92|10
1|93|9
1|94|9
1|95|4
1|96|6
1|97|9
1|98|5
1|99|9
1|100|6
1|101|8
1|102|7
1|103|2
1|104|6
1|105|2
1|106|8
1|107|3
1|108|8
1|109|4
2|3|6
2|4|9
2|5|2
2|6|8
2|7|2
2|8|7
2|9|6
2|10|6
2|11|2
2|12|9
2|13|6
2|14|9
2|15|1
2|16|1
2|17|6
2|18|1
2|19|9
2|20|7
2|21|8
2|22|1
2|23|8
2|24|1
2|25|8
2|26|7
2|27|10
2|28|10
2|29|9
2|30|4
2|31|1
2|32|6
2|33|8
2|34|5
2|35|2
2|36|4
2|37|10
2|38|10
2|39|9
2|40|1
2|41|1
2|42|5
2|43|8
2|44|5
2|45|2
2|46|4
2|47|8
2|48|10
2|49|4
2|50|1
2|51|5
2|52|6
2|53|10
2|54|7
2|55|6
2|56|2
2|57|1
2|58|6
2|59|1
2|60|1
2|61|10
2|62|7
2|63|5
2|64|9
2|65|1
2|66|9
2|67|6
2|68|2
2|69|10
2|70|9
2|71|8
2|72|2
2|73|7
2|74|1
2|75|5
2|76|7
2|77|3
2|78|8
2|79|7
2|80|3
2|81|6
2|82|2
2|83|10
2|84|1
2|85|4
2|86|8
2|87|10
2|88|5
2|89|3
2|90|10
2|91|2
2|92|5
2|93|3
2|94|6
2|95|9
2|96|6
2|97|8
2|98|4
2|99|6
2|100|9
2|101|8
2|102|4
2|103|10
2|104|7
2|105|6
2|106|8
2|107|5
2|108|5
2|109|3
3|4|4
3|5|3
3|6|2
3|7|1
3|8|5
3|9|5
3|10|9
3|11|7
3|12|9
3|13|4
3|14|6
3|15|3
3|16|7
3|17|5
3|18|10
3|19|4
3|20|2
3|21|3
3|22|10
3|23|6
3|24|2
3|25|7
3|26|1
3|27|3
3|28|1
3|29|2
3|30|9
3|31|4
3|32|3
3|33|5
3|34|2
3|35|10
3|36|9
3|37|8
3|38|6
3|39|6
3|40|3
3|41|4
3|42|2
3|43|9
3|44|3
3|45|10
3|46|5
3|47|2
3|48|6
3|49|6
3|50|9
3|51|2
3|52|6
3|53|5
3|54|6
3|55|6
3|56|8
3|57|8
3|58|6
3|59|5
3|60|1
3|61|3
3|62|4
3|63|4
3|64|5
3|65|3
3|66|6
3|67|4
3|68|9
3|69|2
3|70|1
3|71|3
3|72|5
3|73|2
3|74|9
3|75|1
3|76|8
3|77|6
3|78|5
3|79|2
3|80|10
3|81|8
3|82|10
3|83|6
3|84|8
3|85|6
3|86|6
3|87|2
3|88|6
3|89|5
3|90|8
3|91|1
3|92|3
3|93|1
3|94|4
3|95|1
3|96|7
3|97|4
3|98|4
3|99|3
3|100|3
3|101|8
3|102|2
3|103|10
3|104|2
3|105|2
3|106|5
3|107|1
3|108|1
3|109|4
4|5|4
4|6|10
4|7|3
4|8|1
4|9|7
4|10|7
4|11|4
4|12|8
4|13|6
4|14|6
4|15|9
4|16|1
4|17|4
4|18|6
4|19|10
4|20|7
4|21|4
4|22|9
4|23|9
4|24|4
4|25|8
4|26|3
4|27|1
4|28|10
4|29|1
4|30|1
4|31|2
4|32|3
4|33|7
4|34|1
4|35|6
4|36|10
4|37|4
4|38|4
4|39|6
4|40|10
4|41|3
4|42|5
4|43|5
4|44|2
4|45|2
4|46|3
4|47|1
4|48|4
4|49|10
4|50|4
4|51|7
4|52|2
4|53|5
4|54|2
4|55|7
4|56|7
4|57|9
4|58|4
4|59|6
4|60|3
4|61|7
4|62|7
4|63|4
4|64|3
4|65|8
4|66|5
4|67|3
4|68|1
